ENSMUSG00000000001	5757
ENSMUSG00000000003	0
ENSMUSG00000000028	472
ENSMUSG00000000031	65189
ENSMUSG00000000037	90
ENSMUSG00000000049	1
ENSMUSG00000000056	716
ENSMUSG00000000058	1196
ENSMUSG00000000078	5056
ENSMUSG00000000085	780
ENSMUSG00000000088	1116
ENSMUSG00000000093	94
ENSMUSG00000000094	564
ENSMUSG00000000103	0
ENSMUSG00000000120	682
ENSMUSG00000000125	1
ENSMUSG00000000126	194
ENSMUSG00000000127	804
ENSMUSG00000000131	2786
ENSMUSG00000000134	1700
ENSMUSG00000000142	356
ENSMUSG00000000148	444
ENSMUSG00000000149	1223
ENSMUSG00000000154	148
ENSMUSG00000000157	0
ENSMUSG00000000159	3
ENSMUSG00000000167	20
ENSMUSG00000000168	1972
ENSMUSG00000000171	2124
ENSMUSG00000000182	1
ENSMUSG00000000183	0
ENSMUSG00000000184	17112
ENSMUSG00000000194	2020
ENSMUSG00000000197	5
ENSMUSG00000000202	0
ENSMUSG00000000204	0
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	53
ENSMUSG00000000223	314
ENSMUSG00000000244	246
ENSMUSG00000000247	5
ENSMUSG00000000248	22
ENSMUSG00000000253	200
ENSMUSG00000000263	1
ENSMUSG00000000266	336
ENSMUSG00000000275	1624
ENSMUSG00000000276	322
ENSMUSG00000000278	3554
ENSMUSG00000000282	1473
ENSMUSG00000000290	10
ENSMUSG00000000295	378
ENSMUSG00000000296	146
ENSMUSG00000000301	81
ENSMUSG00000000303	7691
ENSMUSG00000000305	371
ENSMUSG00000000308	997
ENSMUSG00000000317	8
ENSMUSG00000000318	1
ENSMUSG00000000320	36
ENSMUSG00000000326	1414
ENSMUSG00000000339	1178
ENSMUSG00000000340	528
ENSMUSG00000000346	3014
ENSMUSG00000000355	665
ENSMUSG00000000359	75
ENSMUSG00000000365	46
ENSMUSG00000000374	1345
ENSMUSG00000000378	1003
ENSMUSG00000000381	0
ENSMUSG00000000384	1247
ENSMUSG00000000385	9
ENSMUSG00000000386	22
ENSMUSG00000000392	96
ENSMUSG00000000394	0
ENSMUSG00000000399	1445
ENSMUSG00000000402	350
ENSMUSG00000000409	27
ENSMUSG00000000411	3
ENSMUSG00000000416	131
ENSMUSG00000000420	2106
ENSMUSG00000000435	0
ENSMUSG00000000439	318
ENSMUSG00000000440	80
ENSMUSG00000000441	1065
ENSMUSG00000000486	172
ENSMUSG00000000489	321
ENSMUSG00000000530	674
ENSMUSG00000000531	385
ENSMUSG00000000532	1403
ENSMUSG00000000538	1437
ENSMUSG00000000544	2122
ENSMUSG00000000552	1704
ENSMUSG00000000555	4341
ENSMUSG00000000560	18
ENSMUSG00000000561	914
ENSMUSG00000000562	1
ENSMUSG00000000563	2901
ENSMUSG00000000567	210
ENSMUSG00000000568	2987
ENSMUSG00000000579	3
ENSMUSG00000000581	848
ENSMUSG00000000594	3701
ENSMUSG00000000600	1282
ENSMUSG00000000605	1270
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	140
ENSMUSG00000000628	4237
ENSMUSG00000000631	1967
ENSMUSG00000000632	0
ENSMUSG00000000673	1
ENSMUSG00000000682	0
ENSMUSG00000000686	7
ENSMUSG00000000690	144
ENSMUSG00000000693	3714
ENSMUSG00000000701	0
ENSMUSG00000000706	51
ENSMUSG00000000708	384
ENSMUSG00000000711	1568
ENSMUSG00000000724	0
ENSMUSG00000000730	12
ENSMUSG00000000731	9
ENSMUSG00000000732	13
ENSMUSG00000000738	1466
ENSMUSG00000000739	2
ENSMUSG00000000740	4660
ENSMUSG00000000743	2298
ENSMUSG00000000751	2335
ENSMUSG00000000753	4894
ENSMUSG00000000759	1315
ENSMUSG00000000766	0
ENSMUSG00000000776	1149
ENSMUSG00000000782	252
ENSMUSG00000000787	11534
ENSMUSG00000000791	82
ENSMUSG00000000792	16
ENSMUSG00000000794	15
ENSMUSG00000000804	1767
ENSMUSG00000000805	1
ENSMUSG00000000811	453
ENSMUSG00000000817	0
ENSMUSG00000000823	972
ENSMUSG00000000826	3535
ENSMUSG00000000827	2626
ENSMUSG00000000838	2729
ENSMUSG00000000861	38
ENSMUSG00000000869	23
ENSMUSG00000000876	229
ENSMUSG00000000881	751
ENSMUSG00000000884	187
ENSMUSG00000000889	628
ENSMUSG00000000901	597
ENSMUSG00000000902	1553
ENSMUSG00000000903	12
ENSMUSG00000000915	661
ENSMUSG00000000916	274
ENSMUSG00000000934	337
ENSMUSG00000000938	410
ENSMUSG00000000942	22
ENSMUSG00000000948	206
ENSMUSG00000000957	7977
ENSMUSG00000000958	197
ENSMUSG00000000959	1066
ENSMUSG00000000976	701
ENSMUSG00000000982	0
ENSMUSG00000000983	0
ENSMUSG00000001014	0
ENSMUSG00000001016	1622
ENSMUSG00000001017	1950
ENSMUSG00000001018	996
ENSMUSG00000001020	1626
ENSMUSG00000001021	522
ENSMUSG00000001023	1
ENSMUSG00000001025	22880
ENSMUSG00000001027	1
ENSMUSG00000001029	0
ENSMUSG00000001034	676
ENSMUSG00000001036	1920
ENSMUSG00000001039	171
ENSMUSG00000001052	2209
ENSMUSG00000001053	379
ENSMUSG00000001054	685
ENSMUSG00000001056	1567
ENSMUSG00000001062	296
ENSMUSG00000001065	303
ENSMUSG00000001076	0
ENSMUSG00000001082	1079
ENSMUSG00000001089	2677
ENSMUSG00000001095	0
ENSMUSG00000001098	1441
ENSMUSG00000001100	2166
ENSMUSG00000001103	0
ENSMUSG00000001105	592
ENSMUSG00000001119	22007
ENSMUSG00000001120	145
ENSMUSG00000001123	1688
ENSMUSG00000001127	1621
ENSMUSG00000001128	69
ENSMUSG00000001131	5980
ENSMUSG00000001134	139
ENSMUSG00000001138	382
ENSMUSG00000001143	437
ENSMUSG00000001150	2063
ENSMUSG00000001151	1473
ENSMUSG00000001155	8
ENSMUSG00000001156	607
ENSMUSG00000001157	543
ENSMUSG00000001158	517
ENSMUSG00000001166	42
ENSMUSG00000001168	0
ENSMUSG00000001173	1425
ENSMUSG00000001175	10673
ENSMUSG00000001211	1166
ENSMUSG00000001225	0
ENSMUSG00000001227	40
ENSMUSG00000001228	1994
ENSMUSG00000001229	1182
ENSMUSG00000001240	49
ENSMUSG00000001247	208
ENSMUSG00000001248	1026
ENSMUSG00000001249	13
ENSMUSG00000001260	0
ENSMUSG00000001270	1681
ENSMUSG00000001280	3254
ENSMUSG00000001281	142
ENSMUSG00000001285	524
ENSMUSG00000001288	2827
ENSMUSG00000001289	1235
ENSMUSG00000001300	1357
ENSMUSG00000001305	569
ENSMUSG00000001313	391
ENSMUSG00000001323	206
ENSMUSG00000001333	119
ENSMUSG00000001334	13
ENSMUSG00000001348	29
ENSMUSG00000001349	705
ENSMUSG00000001366	370
ENSMUSG00000001376	1344
ENSMUSG00000001380	2382
ENSMUSG00000001383	1388
ENSMUSG00000001403	1259
ENSMUSG00000001415	2059
ENSMUSG00000001416	9715
ENSMUSG00000001418	2941
ENSMUSG00000001419	3428
ENSMUSG00000001420	560
ENSMUSG00000001424	6209
ENSMUSG00000001435	7352
ENSMUSG00000001436	537
ENSMUSG00000001440	12597
ENSMUSG00000001441	3432
ENSMUSG00000001444	0
ENSMUSG00000001445	927
ENSMUSG00000001467	2855
ENSMUSG00000001472	6394
ENSMUSG00000001473	3622
ENSMUSG00000001482	1633
ENSMUSG00000001493	12
ENSMUSG00000001494	3
ENSMUSG00000001496	1
ENSMUSG00000001497	95
ENSMUSG00000001504	210
ENSMUSG00000001506	146271
ENSMUSG00000001507	2401
ENSMUSG00000001508	3
ENSMUSG00000001510	13
ENSMUSG00000001517	1095
ENSMUSG00000001518	357
ENSMUSG00000001520	33
ENSMUSG00000001521	1195
ENSMUSG00000001524	418
ENSMUSG00000001525	21925
ENSMUSG00000001542	947
ENSMUSG00000001552	8561
ENSMUSG00000001555	5534
ENSMUSG00000001558	8
ENSMUSG00000001566	0
ENSMUSG00000001569	956
ENSMUSG00000001576	4890
ENSMUSG00000001583	238
ENSMUSG00000001588	27
ENSMUSG00000001604	107
ENSMUSG00000001622	0
ENSMUSG00000001627	1882
ENSMUSG00000001630	780
ENSMUSG00000001632	767
ENSMUSG00000001642	1253
ENSMUSG00000001655	6
ENSMUSG00000001656	25
ENSMUSG00000001657	315
ENSMUSG00000001661	385
ENSMUSG00000001663	42
ENSMUSG00000001665	262
ENSMUSG00000001666	119
ENSMUSG00000001670	0
ENSMUSG00000001672	163
ENSMUSG00000001674	1034
ENSMUSG00000001687	885
ENSMUSG00000001700	297
ENSMUSG00000001707	1111
ENSMUSG00000001729	6540
ENSMUSG00000001739	16
ENSMUSG00000001741	69
ENSMUSG00000001750	892
ENSMUSG00000001751	684
ENSMUSG00000001755	541
ENSMUSG00000001761	1606
ENSMUSG00000001763	20
ENSMUSG00000001767	952
ENSMUSG00000001768	779
ENSMUSG00000001773	18
ENSMUSG00000001774	1792
ENSMUSG00000001783	3664
ENSMUSG00000001785	1612
ENSMUSG00000001786	489
ENSMUSG00000001794	11157
ENSMUSG00000001802	71
ENSMUSG00000001804	5
ENSMUSG00000001815	3
ENSMUSG00000001819	104
ENSMUSG00000001823	5
ENSMUSG00000001827	78
ENSMUSG00000001829	972
ENSMUSG00000001833	6128
ENSMUSG00000001844	629
