ENSMUSG00000000001	3532
ENSMUSG00000000003	0
ENSMUSG00000000028	137
ENSMUSG00000000031	48392
ENSMUSG00000000037	45
ENSMUSG00000000049	8
ENSMUSG00000000056	706
ENSMUSG00000000058	1439
ENSMUSG00000000078	5430
ENSMUSG00000000085	732
ENSMUSG00000000088	595
ENSMUSG00000000093	115
ENSMUSG00000000094	374
ENSMUSG00000000103	0
ENSMUSG00000000120	14
ENSMUSG00000000125	0
ENSMUSG00000000126	169
ENSMUSG00000000127	681
ENSMUSG00000000131	1915
ENSMUSG00000000134	1145
ENSMUSG00000000142	123
ENSMUSG00000000148	387
ENSMUSG00000000149	1163
ENSMUSG00000000154	125
ENSMUSG00000000157	0
ENSMUSG00000000159	1
ENSMUSG00000000167	22
ENSMUSG00000000168	1354
ENSMUSG00000000171	1518
ENSMUSG00000000182	1
ENSMUSG00000000183	0
ENSMUSG00000000184	24952
ENSMUSG00000000194	1953
ENSMUSG00000000197	11
ENSMUSG00000000202	0
ENSMUSG00000000204	0
ENSMUSG00000000214	0
ENSMUSG00000000215	0
ENSMUSG00000000216	0
ENSMUSG00000000223	71
ENSMUSG00000000244	12
ENSMUSG00000000247	6
ENSMUSG00000000248	23
ENSMUSG00000000253	206
ENSMUSG00000000263	0
ENSMUSG00000000266	580
ENSMUSG00000000275	1279
ENSMUSG00000000276	266
ENSMUSG00000000278	7189
ENSMUSG00000000282	885
ENSMUSG00000000290	7
ENSMUSG00000000295	248
ENSMUSG00000000296	143
ENSMUSG00000000301	55
ENSMUSG00000000303	99
ENSMUSG00000000305	34
ENSMUSG00000000308	16
ENSMUSG00000000317	0
ENSMUSG00000000318	0
ENSMUSG00000000320	5
ENSMUSG00000000326	1212
ENSMUSG00000000339	669
ENSMUSG00000000340	286
ENSMUSG00000000346	2027
ENSMUSG00000000355	606
ENSMUSG00000000359	18
ENSMUSG00000000365	13
ENSMUSG00000000374	1145
ENSMUSG00000000378	892
ENSMUSG00000000381	0
ENSMUSG00000000384	638
ENSMUSG00000000385	0
ENSMUSG00000000386	7
ENSMUSG00000000392	60
ENSMUSG00000000394	0
ENSMUSG00000000399	1017
ENSMUSG00000000402	255
ENSMUSG00000000409	8
ENSMUSG00000000411	0
ENSMUSG00000000416	141
ENSMUSG00000000420	2054
ENSMUSG00000000435	1
ENSMUSG00000000439	252
ENSMUSG00000000440	116
ENSMUSG00000000441	698
ENSMUSG00000000486	26
ENSMUSG00000000489	12
ENSMUSG00000000530	303
ENSMUSG00000000531	258
ENSMUSG00000000532	279
ENSMUSG00000000538	1781
ENSMUSG00000000544	1
ENSMUSG00000000552	809
ENSMUSG00000000555	5025
ENSMUSG00000000560	25
ENSMUSG00000000561	586
ENSMUSG00000000562	0
ENSMUSG00000000563	2150
ENSMUSG00000000567	262
ENSMUSG00000000568	1537
ENSMUSG00000000579	2
ENSMUSG00000000581	710
ENSMUSG00000000594	912
ENSMUSG00000000600	1361
ENSMUSG00000000605	1472
ENSMUSG00000000606	0
ENSMUSG00000000617	0
ENSMUSG00000000627	96
ENSMUSG00000000628	1192
ENSMUSG00000000631	1211
ENSMUSG00000000632	0
ENSMUSG00000000673	1
ENSMUSG00000000682	0
ENSMUSG00000000686	2
ENSMUSG00000000690	219
ENSMUSG00000000693	3620
ENSMUSG00000000701	0
ENSMUSG00000000706	0
ENSMUSG00000000708	449
ENSMUSG00000000711	1128
ENSMUSG00000000724	1
ENSMUSG00000000730	1
ENSMUSG00000000731	0
ENSMUSG00000000732	11
ENSMUSG00000000738	1256
ENSMUSG00000000739	2
ENSMUSG00000000740	3575
ENSMUSG00000000743	1818
ENSMUSG00000000751	1503
ENSMUSG00000000753	6029
ENSMUSG00000000759	785
ENSMUSG00000000766	0
ENSMUSG00000000776	665
ENSMUSG00000000782	84
